"file","caption","alt_text","category","png_time","StartTime"
"sel03_len_timevary_surf_flt1sex1.png","Surface plot of Time-varying selectivity for Commercial_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel04_len_timevary_contour_flt1sex1.png","Countour plot of Time-varying selectivity for Commercial_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt1sex1.png","Ending year selectivity for Commercial_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel03_len_timevary_surf_flt2sex1.png","Surface plot of Time-varying selectivity for Commercial_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel04_len_timevary_contour_flt2sex1.png","Countour plot of Time-varying selectivity for Commercial_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt2sex1.png","Ending year selectivity for Commercial_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt3sex1.png","Ending year selectivity for NCRMP_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt4sex1.png","Ending year selectivity for NCRMP_PR_LAP",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt5sex1.png","Ending year selectivity for NCRMP_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt6sex1.png","Ending year selectivity for NCRMP_STT",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel09_len_flt7sex1.png","Ending year selectivity for DCRMP_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for Commercial_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for Commercial_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt3sex1.png","Ending year selectivity and growth for NCRMP_PR",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt4sex1.png","Ending year selectivity and growth for NCRMP_PR_LAP",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt5sex1.png","Ending year selectivity and growth for NCRMP_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt6sex1.png","Ending year selectivity and growth for NCRMP_STT",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"sel21_agelen_contour_flt7sex1.png","Ending year selectivity and growth for DCRMP_STTSTJ",NA,"Sel",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts7_Spawning_output.png","Spawning output",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts9_Fraction_of_unfished_spawning_output.png","Fraction of unfished spawning output",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts1_Total_biomass_(t).png","Total biomass (t)",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts4_Summary_biomass_(t).png","Summary biomass (t)",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning output in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"catch1_landings.png","landings",NA,"Catch",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"catch2_landings_stacked.png","landings_stacked",NA,"Catch",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"catch3_observed_and_expected_landings_(if_different).png","observed_and_expected_landings_(if_different)",NA,"Catch",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"catch9_harvest_rate.png","harvest_rate",NA,"Catch",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SPR1_series.png","Timeseries of SPR. Horizontal line is at SPR target: 0.4",NA,"SPR",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR. Horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6",NA,"SPR",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: 1-SPR",NA,"SPR",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. The vertical line at 0.4 indicates the reference point as defined in the forecast.ss which can be removed from the plot via <code>SS_plots(..., btarg = -1)</code>. The horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6. ",NA,"SPR",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index1_cpuedata_NCRMP_PR.png","Index data for NCRMP_PR. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index2_cpuefit_NCRMP_PR.png","Fit to index data for NCRMP_PR. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index3_obs_vs_exp_NCRMP_PR.png","Observed vs. expected index values with smoother for NCRMP_PR",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index4_logcpuedata_NCRMP_PR.png","Log index data for NCRMP_PR. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index5_logcpuefit_NCRMP_PR.png","Fit to log index data on log scale for NCRMP_PR. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index6_log_obs_vs_exp_NCRMP_PR.png","log(observed) vs. log(expected) index values with smoother for NCRMP_PR",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index10_resids_SE_total_NCRMP_PR.png","Residuals of fit to index for NCRMP_PR.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index12_resids_SE_total_NCRMP_PR.png","Deviations for fit to index for NCRMP_PR.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index1_cpuedata_NCRMP_PR_LAP.png","Index data for NCRMP_PR_LAP. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index2_cpuefit_NCRMP_PR_LAP.png","Fit to index data for NCRMP_PR_LAP. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index3_obs_vs_exp_NCRMP_PR_LAP.png","Observed vs. expected index values with smoother for NCRMP_PR_LAP",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index4_logcpuedata_NCRMP_PR_LAP.png","Log index data for NCRMP_PR_LAP. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index5_logcpuefit_NCRMP_PR_LAP.png","Fit to log index data on log scale for NCRMP_PR_LAP. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index6_log_obs_vs_exp_NCRMP_PR_LAP.png","log(observed) vs. log(expected) index values with smoother for NCRMP_PR_LAP",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index10_resids_SE_total_NCRMP_PR_LAP.png","Residuals of fit to index for NCRMP_PR_LAP.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index12_resids_SE_total_NCRMP_PR_LAP.png","Deviations for fit to index for NCRMP_PR_LAP.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index1_cpuedata_NCRMP_STTSTJ.png","Index data for NCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index2_cpuefit_NCRMP_STTSTJ.png","Fit to index data for NCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index3_obs_vs_exp_NCRMP_STTSTJ.png","Observed vs. expected index values with smoother for NCRMP_STTSTJ",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index4_logcpuedata_NCRMP_STTSTJ.png","Log index data for NCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index5_logcpuefit_NCRMP_STTSTJ.png","Fit to log index data on log scale for NCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index6_log_obs_vs_exp_NCRMP_STTSTJ.png","log(observed) vs. log(expected) index values with smoother for NCRMP_STTSTJ",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index10_resids_SE_total_NCRMP_STTSTJ.png","Residuals of fit to index for NCRMP_STTSTJ.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index12_resids_SE_total_NCRMP_STTSTJ.png","Deviations for fit to index for NCRMP_STTSTJ.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index1_cpuedata_NCRMP_STT.png","Index data for NCRMP_STT. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index2_cpuefit_NCRMP_STT.png","Fit to index data for NCRMP_STT. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index3_obs_vs_exp_NCRMP_STT.png","Observed vs. expected index values with smoother for NCRMP_STT",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index4_logcpuedata_NCRMP_STT.png","Log index data for NCRMP_STT. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index5_logcpuefit_NCRMP_STT.png","Fit to log index data on log scale for NCRMP_STT. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index6_log_obs_vs_exp_NCRMP_STT.png","log(observed) vs. log(expected) index values with smoother for NCRMP_STT",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index10_resids_SE_total_NCRMP_STT.png","Residuals of fit to index for NCRMP_STT.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index12_resids_SE_total_NCRMP_STT.png","Deviations for fit to index for NCRMP_STT.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index1_cpuedata_DCRMP_STTSTJ.png","Index data for DCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index2_cpuefit_DCRMP_STTSTJ.png","Fit to index data for DCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index3_obs_vs_exp_DCRMP_STTSTJ.png","Observed vs. expected index values with smoother for DCRMP_STTSTJ",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index4_logcpuedata_DCRMP_STTSTJ.png","Log index data for DCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index5_logcpuefit_DCRMP_STTSTJ.png","Fit to log index data on log scale for DCRMP_STTSTJ. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index6_log_obs_vs_exp_DCRMP_STTSTJ.png","log(observed) vs. log(expected) index values with smoother for DCRMP_STTSTJ",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index10_resids_SE_total_DCRMP_STTSTJ.png","Residuals of fit to index for DCRMP_STTSTJ.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index12_resids_SE_total_DCRMP_STTSTJ.png","Deviations for fit to index for DCRMP_STTSTJ.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.",NA,"Index",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age in (max ~ 828.7 thousand)",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers1_sex1_mid.png","Middle of year expected numbers at age in (max ~ 746.8 thousand)",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers6_len_sex1.png","Beginning of year expected numbers at length in (max ~ 828.7 thousand)",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers6_len_sex1.png","Middle of year expected numbers at length in (max ~ 746.8 thousand)",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat__page1_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 1 of 2)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat__page2_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 2 of 2)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt1mkt0_page1.png","Length comp data, whole catch, Commercial_PR (plot 1 of 5).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt1mkt0_page2.png","Length comp data, whole catch, Commercial_PR (plot 1 of 5).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 5)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt1mkt0_page3.png","Length comp data, whole catch, Commercial_PR (plot 1 of 5).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 5) (plot 3 of 5)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt1mkt0_page4.png","Length comp data, whole catch, Commercial_PR (plot 1 of 5).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 5) (plot 3 of 5) (plot 4 of 5)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt1mkt0_page5.png","Length comp data, whole catch, Commercial_PR (plot 1 of 5).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 5) (plot 3 of 5) (plot 4 of 5) (plot 5 of 5)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_bubflt1mkt0_page5.png","Length comp data, whole catch, Commercial_PR (max=0.39) (plot 5 of 5)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_data_weighting_TA1-8_Commercial_PR.png","Mean length for Commercial_PR with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt2mkt0_page1.png","Length comp data, whole catch, Commercial_STTSTJ (plot 1 of 3).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt2mkt0_page2.png","Length comp data, whole catch, Commercial_STTSTJ (plot 1 of 3).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 3)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_flt2mkt0_page3.png","Length comp data, whole catch, Commercial_STTSTJ (plot 1 of 3).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 3) (plot 3 of 3)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_bubflt2mkt0_page3.png","Length comp data, whole catch, Commercial_STTSTJ (max=0.37) (plot 3 of 3)",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
"comp_lendat_data_weighting_TA1-8_Commercial_STTSTJ.png","Mean length for Commercial_STTSTJ with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2025-07-21 15:14:23.157326,"StartTime: Mon Jul 21 15:10:03 2025"
